Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
1473	Unknown	6788	13.959	14.268	14.461	260.99692	245693	5378306	5043.285	31.79215	15.771	0.980	0.993	0.523		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31.79215	260.99692 267009;262.00046 23219;262.99298 824676	null
1474	Unknown	6794	14.190	14.281	14.396	92.99489	331617	3705041	7572.982	16.02354	15.182	0.576	0.992	0.168		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.02354	92.99489 360574;93.99793 8381;94.99417 150134	null
1475	Unknown	6800	14.152	14.293	14.879	230.98625	793924	20383011	5936.194	104.44970	28.105	0.874	0.998	0.286		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	104.44970	230.98625 840724;231.98950 40555;232.98416 98013	68.99454 19758;70.34174 31797;71.67979 3196;95.39925 2801;101.75920 3252;117.97132 3097;161.00156 3533;179.59851 3501;182.98700 7421;190.99211 74413;191.00996 6611;210.98195 7852;210.99892 70217;211.01819 8007;230.98639 318843;231.00613 70142
1476	Unknown	6800	14.177	14.293	14.396	243.89961	305363	2628562	5922.313	42.96217	53.195	0.698	0.998	0.835		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	42.96217	243.89961 343356;245.89523 114715	null
1477	Unknown	6800	14.165	14.293	14.396	245.89523	108605	1016873	5592.947	15.67480	30.240	0.700	0.992	0.713		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.67480	245.89523 114715;246.89557 7053;247.89291 19102	null
1478	Unknown	6800	14.242	14.293	14.435	304.98721	461878	4764496	4586.505	25.48722	14.349	0.553	0.990	0.317		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	25.48722	304.98721 476699;305.98996 38156;306.98318 216245	73.56247 3631;82.26156 3198;92.99445 10068;131.30263 3087;133.48441 3608;154.99149 19297;174.99733 3600;176.91620 3133;176.93176 3439;178.01520 3134;178.99141 6888;181.00681 6844;192.98921 9212;194.98662 3182;197.00192 3718;201.01402 9312;216.98891 12097;220.98398 61475;221.01883 4046;224.99664 4054;236.99600 10209;240.98985 20870;244.98378 38647;245.00435 5902;264.98840 36353;265.01355 6108;284.99561 24189;304.98380 17466
1479	Unknown	6800	14.229	14.293	14.409	324.99353	267568	2684530	5239.214	9.26451	10.815	0.577	0.992	0.168		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.26451	324.99353 275617;325.99680 17129;326.98911 796058	null
1480	Unknown	6800	13.946	14.293	14.675	398.23361	35842	307692	1.000	35841.50000	20.114	0.808	1.000	0.548		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35841.50000	398.23361 39329;399.23746 18795	null
1481	Unknown	6806	14.255	14.307	14.423	236.99554	493416	4468079	5685.470	19.55861	18.917	0.676	0.981	0.369		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.55861	236.99554 530277;237.99287 8480;237.99844 31633;238.99461 77606	61.60933 2138;63.05573 2707;71.03717 2672;73.37044 6943;76.92141 2366;88.47363 2797;119.93598 2508;132.98935 4559;133.42020 3504;152.99586 7443;154.14478 2598;164.51483 2479;166.99260 4509;170.98705 6529;173.00243 4501;176.99660 8610;188.87720 2511;197.00307 14576;209.54048 2786;216.98923 218374;217.00763 10191;236.97810 110641;236.99628 169351
1482	Unknown	6806	14.152	14.307	14.448	256.98596	144675	2046575	4187.233	14.79820	14.928	0.936	0.996	0.863		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.79820	256.98596 148357;258.98129 133226	null
1483	Unknown	6806	14.255	14.307	14.396	276.99216	351527	2652817	8749.430	10.99430	22.924	0.934	1.000	0.602		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.99430	276.99216 367770;277.99533 24743;278.98975 110579	null
1484	Unknown	6806	14.075	14.307	14.383	307.00186	461057	7477840	6024.733	21.76388	34.804	0.645	0.993	0.409		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.76388	307.00186 468609;308.00659 38272;308.99850 1259964	55.76989 3002;67.22903 3424;68.86592 3384;73.37228 4174;73.37568 5519;79.68427 3253;82.46815 3531;92.99486 4164;116.99518 3898;128.99579 5042;131.27440 3494;149.00212 5057;152.99629 10062;158.98692 9851;173.00258 23144;193.00873 8892;202.99356 4360;216.98912 18395;220.98326 6611;222.99948 6482;242.98572 11545;243.00632 7212;246.99916 13210;247.02132 5461;253.17903 3888;263.01324 8042;266.98547 139948;286.99152 81584;295.73920 3767;305.49686 4342;307.00412 44161
1485	Unknown	6806	14.255	14.307	14.423	355.02036	1098440	10271669	7942.822	24.19031	18.602	0.525	0.991	0.131		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.19031	355.02036 1103273;356.02362 105379;357.01694 78458	56.88480 5304;73.32278 9129;73.32623 8502;79.14598 6407;95.31586 5915;112.11715 6652;116.92722 7508;122.05769 6513;133.14214 5694;134.45605 6242;142.65482 5417;164.74139 6033;175.05408 5897;190.99242 6903;199.55812 6096;204.98938 16634;210.99869 31971;211.35934 6698;231.00513 100962;251.01100 57622;270.98160 17741;271.01761 24075;274.99396 11998;295.00229 6461;314.98627 9363;335.01318 11497;354.98016 11852;355.02393 39580;355.15863 31382
1486	Unknown	6812	13.548	14.320	14.370	248.99559	345145	9355067	4470.200	63.12545	17.541	0.546	1.000	0.068		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	63.12545	248.99559 395529;249.99908 35965;250.99509 204520	null
1487	Unknown	6812	13.935	14.320	14.383	269.00198	565159	11074938	6539.921	45.51263	19.912	0.641	1.000	0.170		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	45.51263	269.00198 571670;270.00537 62712;271.00146 103035	50.93358 3558;55.83086 3799;65.02782 3415;71.57609 3648;73.12867 8948;80.96285 4215;105.46921 3864;112.86729 3766;162.45329 3836;164.99678 7351;168.10303 3785;182.98663 7431;188.99615 6199;198.99663 6314;204.98981 5486;205.00827 4008;209.00262 8551;220.98438 5141;228.98935 161224;229.00883 12905;238.33086 3821;248.99600 151898;249.02052 8487;268.98169 211123;269.00757 19312;269.21259 64930
1488	Unknown	6812	13.972	14.320	14.461	286.97641	118385	2216326	3221.877	30.55187	14.302	0.770	1.000	0.418		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30.55187	286.97641 134506	null
1489	Unknown	6812	14.242	14.320	14.396	320.99844	405239	3576535	5217.970	10.06353	12.273	0.618	0.974	0.163		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.06353	320.99844 401440;322.00204 29745;322.99420 174421	56.89015 2852;71.68122 4407;73.55942 4612;73.56368 3516;77.00209 2850;82.83968 3464;88.15707 3013;100.49373 3279;112.11397 3650;143.01189 6898;143.46069 3449;147.00522 3593;156.03603 3407;170.01859 3183;187.01810 5154;197.00259 9951;206.73282 3513;214.99370 3919;216.98921 11605;217.00951 8371;236.99545 27067;237.01656 11618;240.99043 5539;252.98875 4205;257.00247 15082;257.02448 7277;260.99686 22025;281.00568 24137;300.99136 9984;301.01074 12026;321.01614 36491
1490	Unknown	6812	14.242	14.320	14.396	341.00461	1632679	14150981	9277.817	29.42445	31.222	0.536	0.997	0.119		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	29.42445	341.00461 1693304;342.00790 147819;343.00189 110263	63.05793 5914;71.24416 14357;71.24838 24940;82.25166 6050;203.71074 6477;216.98927 60163;236.99561 195135;240.99120 9872;246.34555 6108;254.98656 9433;257.00241 69436;280.98480 14741;300.99164 17865;304.21289 7880;320.99759 12649;341.00784 53591;341.20181 31655
1491	Unknown	6812	14.242	14.320	14.435	367.02023	289339	3162405	4658.420	9.66049	9.024	0.727	0.985	0.458		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.66049	367.02023 301715;368.02377 29776;369.01764 102031	null
1492	Unknown	6812	14.036	14.320	14.651	805.44238	39532	250280	1.000	39531.50000	30.727	0.790	1.000	0.581		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39531.50000	805.44238 46174;806.44489 36400;807.44635 9655	null
1493	Unknown	6818	13.972	14.333	14.383	189.86115	172905	2567745	14003.140	8.99514	20.913	0.612	1.000	0.145		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.99514	189.86115 192927;191.85811 132249	null
1494	Unknown	6818	13.659	14.333	14.396	242.98628	645097	12604557	3882.849	153.42990	21.335	0.575	1.000	0.100		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	153.42990	242.98628 656808;243.98988 36756;244.98544 200415	58.56729 2486;60.46394 2462;73.55803 2664;73.56192 2915;76.43909 2513;82.37393 2579;83.96674 2179;92.99465 30461;100.41945 2234;128.99594 8134;152.99617 4837;182.98714 6054;194.98735 3232;199.36116 2413;202.99260 15516;203.01073 4209;218.07198 2583;222.98103 6217;222.99902 34653;223.01909 5541;225.04005 2336;233.45004 2637;242.98598 355742;243.00522 23622;243.12318 8579;243.17833 5938
1495	Unknown	6818	13.659	14.333	14.396	262.99292	1030305	21666638	4387.830	205.81340	33.415	0.605	1.000	0.086		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	205.81340	262.99292 1033048;263.99619 65066;264.99103 224088	55.72908 4619;63.05165 4762;70.27348 4996;70.27657 51632;75.98923 4180;89.17068 4076;92.99472 6044;145.06129 19951;174.68329 4486;202.99196 6472;214.99361 7235;222.98108 6225;222.99910 40402;223.01793 6994;242.98567 305534;243.00504 29738;262.98975 86368;263.01334 32863
1496	Unknown	6818	13.985	14.333	14.448	287.01260	273433	6199545	4442.022	22.47885	12.016	0.779	1.000	0.272		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.47885	287.01260 295534;288.01605 26531;289.00839 655517	null
1497	Unknown	6818	14.165	14.333	14.370	294.99945	266489	2851399	5433.183	16.31474	17.784	0.729	0.999	0.249		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.31474	294.99918 281180;296.00323 27222;296.99680 123755	70.93668 5097;70.94083 16626;71.15663 2164;72.68365 2163;82.35991 2380;86.93781 2678;162.46729 2498;169.49480 2613;195.64752 2766;206.98715 3399;230.98599 73805;234.98012 3905;235.00035 4882;254.98491 38947;255.00940 4015;255.02728 3462;266.98721 3766;274.99088 29425;294.97849 3575;295.00055 22143;295.13251 3507
1498	Unknown	6818	13.898	14.333	14.396	305.00333	380257	8215948	5122.425	43.68722	14.137	0.619	0.996	0.156		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	43.68722	305.00333 400901;306.00659 40515;307.00122 430023	73.56247 3631;82.26156 3198;92.99445 10068;131.30263 3087;133.48441 3608;154.99149 19297;174.99733 3600;176.91620 3133;176.93176 3439;178.01520 3134;178.99141 6888;181.00681 6844;192.98921 9212;194.98662 3182;197.00192 3718;201.01402 9312;216.98891 12097;220.98398 61475;221.01883 4046;224.99664 4054;236.99600 10209;240.98985 20870;244.98378 38647;245.00435 5902;264.98840 36353;265.01355 6108;284.99561 24189;304.98380 17466
1499	Unknown	6818	14.138	14.333	14.409	333.01852	508324	7536708	6820.880	13.39467	12.458	0.501	0.989	0.124		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.39467	333.01849 528113;334.02231 54360;335.01410 263011	52.77044 3323;66.67529 3708;69.76272 3228;71.55682 3515;73.56443 5294;73.56825 4126;154.74966 3242;179.01202 6945;182.98500 3935;188.99649 5465;189.70419 3683;199.91045 3857;209.00313 19996;229.00926 33933;231.00540 17118;231.06978 4085;237.71262 3535;248.99658 4765;249.01628 26382;252.98991 10742;269.02353 7280;272.99780 16722;292.98169 4781;293.00446 12164;312.98822 10708;313.00946 14735;332.99393 59660
1500	Unknown	6818	13.972	14.333	14.396	353.00479	412387	8022284	4350.651	47.20269	19.814	0.656	1.000	0.126		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	47.20269	353.00479 442834;354.00824 37627;355.00406 116346	null
1501	Unknown	6818	14.049	14.333	14.383	373.01089	1349152	22281333	9930.750	44.90665	34.603	0.632	0.988	0.170		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	44.90665	373.01089 1441858;374.01425 141926;375.00787 76813	63.35352 5932;70.41965 59863;73.77398 5701;91.22903 6035;103.02011 5589;133.19196 6757;133.44759 6979;219.27478 6907;228.98854 32741;232.64236 6337;236.39362 6095;248.99590 121194;269.00201 101738;289.00861 42299;292.98581 12684;312.99158 13752;331.53595 6231;332.99625 11912;353.00119 6690;373.01086 48354
1502	Unknown	6824	14.281	14.345	14.423	365.02441	380562	3067631	4472.696	9.01612	12.307	0.528	0.989	0.113		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.01612	365.02441 410571;366.02780 59554;367.02029 251949	null
1503	Unknown	6824	13.797	14.345	14.409	368.99973	610316	14771830	6107.855	67.44249	16.976	0.588	1.000	0.117		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	67.44249	368.99973 649260;370.00284 53689;370.99554 123643	57.58665 3590;61.00194 3977;65.78752 4256;70.54626 19759;70.55074 19064;71.90002 3880;91.78295 4036;108.10643 4377;108.98978 5891;113.41898 3903;146.24686 4976;162.31393 3956;178.99274 5391;198.99832 6176;205.00798 11893;216.98834 9828;219.00504 5883;222.54990 3871;224.23911 3826;225.01414 23236;236.99625 9088;244.98341 38974;245.02173 23507;251.66528 4976;264.99030 55709;265.02893 7964;284.99707 32452;285.02887 7715;305.00308 13899;308.99280 4629;328.98373 8731;348.99069 6256;349.03009 5184;368.99246 26166;369.03506 19836;369.29977 11592
1504	Unknown	6824	14.242	14.345	14.396	383.01526	574668	4906701	7507.633	15.22463	20.950	0.611	0.979	0.127		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.22463	383.01526 631469;384.01849 81664;385.01120 292019	53.33515 2495;70.41867 28929;71.55396 2930;71.63251 2486;94.90522 2681;110.70000 2825;218.98753 5063;219.02335 5535;231.00490 8656;236.99701 3402;238.99373 30849;239.03139 4303;259.00046 39840;279.00687 38050;299.01425 14375;302.98730 9585;319.01825 6527;319.18625 2974;322.99277 11620;342.99854 11781;363.00607 11664;383.01175 26856
1505	Unknown	6824	13.985	14.345	14.751	778.42322	53734	494674	1.000	53734.31000	23.485	0.769	1.000	0.547		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	53734.31000	778.42322 64173;779.42523 40068;780.41962 31401	null
1506	Unknown	6824	14.036	14.345	14.512	779.42523	30320	222869	1.000	30320.13000	22.627	0.726	0.998	0.558		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30320.13000	779.42523 40068;780.41962 31401;781.42285 10647	null
1507	Unknown	6836	14.255	14.370	14.651	171.83105	922418	16558552	4717.427	99.53587	46.237	0.640	1.000	0.431		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	99.53587	171.83105 1030959;173.82846 201368	73.56207 2377;74.02364 6149;74.42797 2470;95.52567 2164;95.64110 2097;115.91988 2916;129.23026 2373;130.08635 13788;134.86452 115962;136.86198 122250;145.64793 2290;154.08678 3240;166.23309 2331;171.83096 70267;172.09731 6860
1508	Unknown	6836	14.112	14.370	14.474	346.17770	38564	243032	1.000	38564.06000	27.478	0.761	0.997	0.996		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38564.06000	346.17770 49553	null
1509	Unknown	6836	14.062	14.370	14.574	374.13260	71517	675524	1.000	71516.81000	29.184	0.666	1.000	0.496		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	71516.81000	374.13260 102773;375.13538 25156;376.12994 20702	null
1510	Unknown	6842	14.242	14.383	14.448	129.03786	97936	972398	5253.135	7.47448	16.353	0.643	0.993	0.638		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.47448	129.02974 38261;129.03802 65026;131.03427 89655	null
1511	Unknown	6842	14.268	14.383	14.574	157.12282	117356	906751	2295.295	47.97198	44.585	0.728	0.997	0.446		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	47.97198	157.12282 148799;158.11806 7974;158.12611 12665	null
1512	Unknown	6842	14.255	14.383	14.651	167.83624	1466040	27114310	8460.322	79.98972	48.511	0.674	1.000	0.540		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	79.98972	167.83624 1411633;168.83185 20788;169.83362 2029334	50.82730 3950;61.98696 5184;70.58897 35136;82.95290 4780;132.86696 451246;167.83585 126633;167.84999 5514;168.02933 5975;169.07843 3671
1513	Unknown	6842	14.255	14.383	14.651	169.83362	2017660	36034454	8364.670	120.96040	63.815	0.651	1.000	0.461		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	120.96040	169.83362 2029334;171.83107 849313	51.82117 3948;54.08988 4145;60.25331 4381;63.00577 3570;67.65797 3605;71.42625 17387;71.43052 6950;84.95002 7547;126.09317 3416;132.86690 110799;134.86447 348321;169.83342 153522;169.84816 7844
1514	Unknown	6842	14.229	14.383	14.435	194.04559	252502	1999270	10027.600	16.58454	35.382	0.562	0.998	0.330		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.58454	194.04559 277127;195.04918 15829;196.05547 7591	null
1515	Unknown	6842	14.281	14.383	14.613	198.11320	115327	1525856	8699.342	8.66984	25.594	0.664	0.998	0.410		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.66984	198.11320 129849;199.11691 15760	null
1516	Unknown	6842	14.255	14.383	14.816	242.17641	1217960	10267186	5553.460	217.40060	142.085	0.732	1.000	0.446		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	217.40060	242.17641 1388236;243.17961 152220;244.18286 8727	62.69995 3933;63.98742 4667;66.46625 4859;70.09466 4966;72.09863 19708;95.48972 6172;95.53693 4981;107.39406 5163;112.00254 4566;112.15736 4805;133.26070 5057;154.48920 5172;161.47324 4682;162.01765 4648;181.15913 59873;198.18581 8877;224.16608 11361;225.14949 155852;241.99446 9876;242.17612 884055;243.15994 18591
1517	Unknown	6842	14.242	14.383	14.841	243.17961	149072	1323868	2401.564	62.07284	45.804	0.739	1.000	0.410		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	62.07284	243.17961 152220;244.18286 8727	null
1518	Unknown	6842	14.036	14.383	14.777	270.21622	31693	260437	5704.030	5.55625	21.951	0.805	1.000	0.498		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	5.55625	270.20825 15032;270.21622 23443	null
1519	Unknown	6842	14.281	14.383	14.499	277.18472	80939	689811	2697.426	18.44643	27.453	0.849	0.995	0.544		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.44643	277.18472 100114;278.18808 14706	null
1520	Unknown	6842	14.268	14.383	14.879	278.15329	229632	2140804	3175.200	72.32055	53.737	0.753	0.999	0.380		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	72.32055	278.15329 219156;279.16159 78387;280.15063 61877	null
1521	Unknown	6842	14.255	14.383	14.905	280.15063	68882	615978	1.000	68882.13000	27.923	0.899	0.991	0.461		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	68882.13000	280.15063 61877	null
1522	Unknown	6842	14.087	14.383	14.474	291.21002	46825	296131	1.000	46824.75000	29.378	0.634	0.991	0.355		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	46824.75000	291.21002 78363;292.21365 7694;293.20755 25528	null
1523	Unknown	6842	13.860	14.383	14.918	299.25961	77036	637492	2452.535	31.41090	37.882	0.589	1.000	0.739		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31.41090	299.25961 93902;300.26309 10487	null
1524	Unknown	6842	14.010	14.383	14.777	306.11008	95147	631190	1.000	95146.81000	42.047	0.929	1.000	0.869		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	95146.81000	306.11008 113059;307.11371 11297	null
1525	Unknown	6842	14.281	14.383	14.764	339.20038	556633	8310263	8387.056	54.63927	58.528	0.710	1.000	0.188		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	54.63927	339.20038 599300;340.20377 135221;341.19638 26982;341.20624 14242	55.74055 2506;61.38656 2668;70.49806 22747;71.94630 3087;75.60026 2664;82.34056 2495;82.34613 2868;104.12559 2641;112.44230 2556;128.99495 2746;140.99631 6693;143.01115 5376;149.00220 6806;158.98584 5144;161.00256 7892;170.98643 3278;185.00121 3706;186.99791 3166;194.98627 3422;205.00809 3796;207.00459 3640;214.99362 13301;234.99979 9651;254.98611 12806;255.00832 4694;274.98944 5737;275.01395 9320;278.98465 20991;298.99158 28177;310.22357 3241;319.00104 20567;339.01337 33358;339.20007 567900
1526	Unknown	6842	14.268	14.383	14.751	367.24451	305635	3846292	5806.859	46.26784	50.940	0.686	1.000	0.353		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	46.26784	367.24451 284108;368.24744 53966;369.24091 88880	null
1527	Unknown	6842	14.307	14.383	14.663	377.27338	216488	1747052	5141.219	36.60692	69.899	0.738	0.998	0.645		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36.60692	377.27338 301772;378.27594 54208;379.26938 10090	null
1528	Unknown	6842	14.242	14.383	14.461	473.28323	501764	4412823	5674.999	65.49805	50.065	0.886	1.000	0.844		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	65.49805	473.28323 514508;474.28677 197180;475.28979 21154	54.35134 2970;57.71272 3346;63.04424 2918;70.04428 2830;70.16821 2937;70.17168 38297;70.17482 3194;71.74757 3307;112.06641 3087;226.57912 3210;328.98447 7298;329.02283 4529;349.00189 3337;473.01187 12024;473.28290 1106036
1529	Unknown	6842	14.010	14.383	14.777	524.27704	97407	685508	1.000	97407.31000	40.011	0.911	1.000	0.869		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	97407.31000	524.27704 108296;525.28094 20085;526.28333 9700	null
1530	Unknown	6848	14.255	14.396	14.638	126.03019	287440	3947904	13855.460	15.07370	40.010	0.712	0.997	0.594		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.07370	126.03019 278179;127.03339 17274;128.03459 1318071	null
1531	Unknown	6848	14.255	14.396	14.651	128.03459	1290728	18974727	44431.260	19.10435	78.775	0.719	0.999	0.594		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.10435	128.03459 1318071;129.02968 29885;129.03786 69233;130.03885 6157	50.09749 4953;60.67115 3746;60.71333 3401;71.00310 16162;71.00744 11130;87.51987 4094;112.04843 3380;116.76305 3581;123.41478 3768;127.92628 4324;128.03447 61832
1532	Unknown	6848	14.255	14.396	14.562	134.06046	496735	5786632	18926.340	18.46346	52.163	0.719	1.000	0.594		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.46346	134.06046 520144;135.06381 39620	51.34179 2254;71.80339 7961;71.80732 4527;87.06783 2345;98.50925 2608;99.92478 3429;112.12201 2342;112.37429 2198;123.46098 2149;134.04646 5384;134.06078 5529;134.86458 29443;134.89375 143851
1533	Unknown	6848	14.293	14.396	14.537	181.05026	140168	1530591	9018.825	7.68617	23.894	0.798	0.990	0.702		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.68617	181.05026 131047;181.05824 11934;182.04553 11842;182.05363 12021	null
1534	Unknown	6848	14.242	14.396	14.474	185.08160	110837	1210624	12620.990	3.90085	14.865	0.748	0.989	0.699		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3.90085	185.08160 119447	null
1535	Unknown	6848	14.229	14.396	14.562	199.09737	220053	3223606	15498.500	6.98365	25.100	0.722	0.992	0.662		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6.98365	199.09737 240345;200.10066 28396	null
1536	Unknown	6848	14.203	14.396	14.574	200.12906	108004	1606054	8246.974	8.65777	18.321	0.739	0.998	0.756		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.65777	200.12906 108552;201.13232 11207	null
1537	Unknown	6848	14.242	14.396	14.613	215.03127	49440	675767	3629.162	11.16752	14.201	0.733	0.995	0.448		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.16752	215.03207 53417;216.02455 108323;217.02879 22145	null
1538	Unknown	6848	14.229	14.396	14.461	255.23329	4175517	25463501	5924.142	698.39460	241.950	0.921	0.996	0.509		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	698.39460	255.23329 5015530;256.23663 827501;257.24002 69479	null
1539	Unknown	6848	14.177	14.396	14.461	256.23663	681487	4138982	3409.228	199.89480	97.327	0.918	0.996	0.674		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	199.89480	256.23663 827501;257.24002 69479	null
1540	Unknown	6848	14.099	14.396	14.701	269.21268	115771	1362733	3371.532	34.33782	32.118	0.713	1.000	0.461		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	34.33782	269.21268 117702;270.20795 7473;270.21634 18270	null
1541	Unknown	6848	14.281	14.396	14.638	271.22836	73341	796379	3799.954	16.61209	24.585	0.746	0.995	0.399		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.61209	271.22836 77364;272.23203 13114	null
1542	Unknown	6848	14.075	14.396	14.588	287.22363	45009	361544	1.000	45009.00000	25.071	0.777	1.000	0.494		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	45009.00000	287.22363 49401	null
