Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
917	Unknown	604	1.188	1.308	1.441	204.86325	45493	397431	4608.698	9.71691	21.891	0.797	1.000	0.574		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.71691	204.86325 57266;206.86000 58715	null
918	Unknown	604	1.188	1.308	1.505	208.93591	158649	1709736	6630.414	18.86938	34.167	0.770	0.994	0.595		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.86938	208.93591 166201	null
919	Unknown	604	1.188	1.308	1.492	209.94823	83434	575496	7493.804	11.13366	39.208	0.712	1.000	0.625		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.13366	209.94823 78051;210.94978 22459;211.94620 13723	null
920	Unknown	604	1.200	1.308	1.603	224.82652	299509	3968365	7432.308	33.45138	46.389	0.690	1.000	0.456		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	33.45138	224.82652 291173;226.82359 75814;226.82899 28275	null
921	Unknown	604	1.200	1.308	1.429	225.92641	174963	1120851	5235.363	33.41949	39.939	0.857	1.000	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	33.41949	225.92630 234458;226.91798 30255	null
922	Unknown	604	1.200	1.308	1.530	232.85851	128774	1655834	4632.109	21.81736	24.888	0.685	1.000	0.495		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.81736	232.85851 138791;233.85013 24981;234.85541 73069	null
923	Unknown	604	1.211	1.308	1.418	234.85541	82903	728322	4904.272	13.80182	24.824	0.820	0.999	0.972		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.80182	234.85541 73069;236.85234 17582;236.85733 92459	null
924	Unknown	604	1.200	1.308	1.454	242.88741	207835	2223705	4911.651	29.24325	30.945	0.708	0.992	0.656		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	29.24325	242.88741 230697;243.88718 12750;244.88428 61930	null
925	Unknown	610	1.200	1.320	1.480	155.91048	59226	620776	6022.414	8.85859	20.864	0.763	1.000	0.696		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.85859	155.91048 68427;156.91512 41167;157.90750 48640	null
926	Unknown	610	1.200	1.320	1.542	191.85829	171026	2464983	8052.715	13.94796	22.983	0.761	1.000	0.577		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.94796	191.85829 104023;191.86743 63757;193.85417 49092	null
927	Unknown	736	1.283	1.578	1.690	96.95913	10704200	205489167	172823.900	35.45205	65.126	0.747	1.000	0.391		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35.45205	96.95913 10188645;96.96852 353703;97.95841 70113;97.96323 15758;98.95497 413836;98.96342 87670	null
928	Unknown	736	1.283	1.578	1.627	98.95497	470154	7019010	10748.100	27.95097	18.410	0.571	1.000	0.174		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	27.95097	98.95497 413836;98.96342 87670	55.01774 3441;63.06837 2135;71.01286 2822;71.91149 7207;80.44987 2124;81.95191 4474;98.95477 133888;98.96308 23079;99.00758 8988
929	Unknown	1259	2.507	2.671	2.858	137.02684	370435	7311914	5522.954	10.81705	10.861	0.813	0.975	0.517		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.81705	137.02362 323476;137.02681 37178;137.03477 23106;138.01895 54860;138.02695 21890;138.02994 8496	51.93144 2314;52.57243 2138;60.16488 1870;72.41330 7284;92.91888 20468;93.03354 20260;108.89835 3703;136.86211 20859;136.89091 22373;137.02367 18487
930	Unknown	2096	4.376	4.428	4.477	441.68185	474233	2765962	66353.450	0.51874	101.104	0.594	0.931	0.456		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	0.51874	441.68130 475025;442.68182 17960;443.67834 282233	62.92575 2818;70.16216 28491;95.51486 2472;118.29908 2565;162.83824 6406;163.66182 2507;195.81044 40799;197.80757 92646;199.10811 2716;199.80415 37068;234.09793 3730;353.37595 2772
931	Unknown	2160	4.477	4.562	4.626	441.68124	460733	4018617	62887.210	0.58425	46.389	0.808	0.913	0.760		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	0.58425	441.68137 460912;442.68240 23949;443.67844 289207	null
932	Unknown	2664	5.451	5.629	5.801	172.09732	355604	6509022	15017.580	7.29864	12.596	0.726	0.983	0.645		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.29864	172.09732 368900;173.10063 26961	61.98721 42317;72.40920 3004;72.41277 6204;74.02366 16294;99.92457 2728;111.08053 19282;112.93794 2223;115.91949 5559;127.86983 2484;127.88021 4186;128.10713 8930;128.87704 10501;130.08635 37399;154.08687 6984;160.63603 2335;160.74080 2449;161.39166 2559;171.88797 39888;171.94626 6756;172.03874 3285;172.09698 45145;172.83003 2879
933	Unknown	2764	5.629	5.838	5.987	171.01147	78473	1203879	5569.639	8.24459	23.722	0.812	0.985	0.771		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.24459	171.00710 19654;171.01147 51366;171.01929 16878	null
934	Unknown	2794	5.592	5.901	6.025	159.06561	591741	12811155	18813.020	11.50294	16.083	0.821	0.998	0.382		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.50294	159.06561 608835;160.06076 71849;160.06873 49630	59.01268 7283;71.50883 13137;74.02347 5406;75.00388 2303;82.18289 2253;86.99231 2321;95.04895 3972;97.06481 106030;102.98794 14422;114.98768 6466;115.07552 64116;115.94346 7841;130.89651 31530;130.98270 55129;141.05527 4166;158.84593 52560;158.89127 21762;158.97678 3058;159.06557 81368;159.08490 3961;159.10245 3817;159.85968 3065
935	Unknown	2794	5.520	5.901	6.249	299.08029	37861	359273	1.000	37860.88000	17.591	0.966	1.000	0.894		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	37860.88000	299.08029 42237;301.07742 20485	null
936	Unknown	2800	5.752	5.914	6.087	236.00916	60321	876320	5191.052	6.96739	12.960	0.758	0.973	0.449		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6.96739	236.00916 60214;238.00630 9479	null
937	Unknown	2800	5.579	5.914	6.236	263.10382	866026	10036137	5426.762	155.89180	74.014	0.957	1.000	0.739		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	155.89180	263.10382 859115;264.10715 149421	71.61850 13453;73.09560 2526;84.19695 2643;92.52285 2720;94.57816 2881;95.33632 2681;98.69833 2445;127.05031 8183;128.03398 3415;144.86974 2756;145.06114 169570;180.91742 4188;182.91693 20453;195.59479 3272;263.10443 33430
938	Unknown	2800	5.413	5.914	6.348	264.10715	124202	1291576	2254.895	55.08117	29.689	0.939	1.000	0.825		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	55.08117	264.10715 149421	null
939	Unknown	2812	5.851	5.939	6.050	179.05376	1091713	12123820	45164.690	3.60088	21.296	0.722	0.993	0.489		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3.60088	179.04546 73205;179.05376 1005090;180.04921 10174;180.05440 38076;180.05771 24408;181.05009 75631	66.24936 3408;70.10893 3650;72.95526 8480;96.80273 3192;110.95657 3421;116.58195 3598;134.06068 8751;134.98721 13074;135.05539 5460;135.06377 71475;150.95328 9789;162.83850 5948;178.85818 10829;178.97652 5763;179.05429 91276;179.07019 4450;179.84213 4204
940	Unknown	2824	5.901	5.962	6.334	241.11925	31362	276456	2297.995	13.64763	13.200	0.773	0.997	0.774		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.64763	241.11925 35720;243.12346 37675	null
941	Unknown	2848	5.500	6.013	6.063	165.01869	834984	11888446	7482.575	99.85337	26.849	0.622	1.000	0.163		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	99.85337	165.01869 901449;166.01395 16919;166.02211 77131;167.01082 15869	62.08810 8699;64.23888 9213;71.11167 60102;71.76736 10694;121.02852 228691;126.20447 10683;127.99483 9571;136.93149 278824;154.76031 10863;164.83568 286011;164.92665 37598;165.01852 40767
942	Unknown	2914	5.851	6.149	6.372	230.13969	40290	324943	1023.068	39.38136	21.541	0.804	1.000	0.664		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39.38136	230.13969 51271	null
943	Unknown	2920	5.876	6.162	6.385	114.06337	44919	493019	2659.511	16.88976	17.876	0.719	1.000	0.914		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.88976	114.06337 45532;116.07083 10719	null
944	Unknown	2920	5.764	6.162	6.533	317.89200	38399	357677	3884.461	9.88536	17.762	0.975	1.000	1.000		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.88536	317.89200 41405;319.88950 34091	null
945	Unknown	2920	6.038	6.162	6.533	319.88950	34094	322219	3028.322	11.25846	18.262	0.799	1.000	0.692		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.25846	319.88950 34091	null
946	Unknown	2926	5.951	6.174	6.508	157.04994	3802386	44110181	13216.690	271.66190	158.167	0.906	1.000	0.889		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	271.66190	157.04994 3796936;158.04530 12787;158.05328 278371;159.05437 23556	53.15618 12143;57.30714 11863;71.07582 47078;71.08018 31224;77.17799 12367;89.02303 13639;96.95895 13755;113.05979 821580;127.27700 15688;128.89970 158734;135.45427 12345;138.28026 17116;156.86485 16970;156.89456 58286;157.04994 122412
947	Unknown	2926	5.987	6.174	6.385	158.05328	268644	2884904	5972.009	42.79467	42.283	0.888	1.000	0.889		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	42.79467	158.04530 12787;158.05328 278371;159.05437 23556;160.06087 65661	null
948	Unknown	2932	5.927	6.187	6.447	113.05991	847734	10545911	6503.317	115.92600	73.606	0.919	1.000	0.803		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	115.92600	113.05991 892471;114.06325 47403	50.89753 4776;56.43546 4378;58.97050 5169;68.99464 95728;73.55605 5993;75.72222 4928;113.05993 6391;115.00935 5040
949	Unknown	2938	5.974	6.199	6.299	131.07062	159115	2007371	5639.224	19.66289	21.121	0.934	0.995	0.497		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.66289	131.07062 168814	null
950	Unknown	2938	6.000	6.199	6.348	199.00591	36767	362948	3748.642	9.80815	17.872	0.781	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.80815	199.00247 13194;199.00591 42867;200.99707 11907	null
951	Unknown	2944	6.063	6.211	6.558	165.01866	1253030	22493112	7482.575	127.25980	43.999	0.946	1.000	0.598		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	127.25980	165.01866 1289219;166.02202 110445;167.01106 28548;167.01523 12476;167.02295 13144	71.93280 15803;71.93679 36970;78.92335 9588;108.93628 10980;112.04331 9950;113.84041 9853;121.02853 415203;123.84097 8911;129.52322 10945;130.48746 10962;136.93146 337118;164.83586 301254;164.92636 50926;165.01906 53674
952	Unknown	2968	5.974	6.261	6.533	243.13496	33299	230810	1.000	33298.88000	22.739	0.878	1.000	0.839		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	33298.88000	243.13496 30681	null
953	Unknown	2980	6.126	6.286	6.558	186.11308	464519	4512413	5357.250	81.64429	65.149	0.891	0.999	0.985		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	81.64429	186.11308 507433;187.11627 59151;188.10468 10466	50.93288 2006;54.21980 2124;54.53279 2132;71.61765 4702;71.62179 10027;90.02431 2247;91.98671 2221;95.31126 2460;99.92514 2750;117.37501 2356;125.09618 54601;131.47275 2236;142.12326 4938;168.10257 2493;181.47729 2179;186.11288 103460
954	Unknown	2980	5.939	6.286	6.657	187.11627	47661	365072	1579.762	30.16965	23.422	0.955	1.000	0.884		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30.16965	187.11627 59151;189.11272 23637	59.01260 6820;67.05814 2086;71.75613 9088;76.74825 1966;82.53257 2629;94.39368 2193;97.06516 2211;122.02233 2370;125.09624 112284;125.87229 5645;141.86725 7293;143.07106 4370;143.10663 4636;145.32751 2418;157.86366 2607;160.69054 2159;169.08632 4958;186.85548 6321;187.09703 116092;187.11389 5767;187.13268 5166
955	Unknown	2986	6.013	6.299	6.558	172.99072	82777	935276	4518.758	18.31857	24.205	0.906	0.999	0.897		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.31857	172.99066 87773;174.99780 9899	null
956	Unknown	2986	5.987	6.299	6.594	222.08987	52965	436577	1898.583	27.89722	24.595	0.856	1.000	0.758		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	27.89722	222.08987 72136;223.09717 19283;224.08693 16890	null
957	Unknown	3046	6.224	6.421	6.582	217.10768	67863	885306	6144.751	7.55395	17.526	0.875	1.000	0.880		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.55395	217.10768 75146	null
958	Unknown	3064	6.236	6.459	6.657	159.06561	1398099	19442482	18813.020	50.89909	83.093	0.939	1.000	0.872		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	50.89909	159.06561 1454412;160.06075 85859;160.06879 84210;161.06963 11992	59.01258 9966;60.72601 3350;63.01019 3546;71.21112 3430;71.61420 14230;82.63314 4094;97.06484 79503;102.98756 21821;114.98788 4473;115.07542 230866;115.94339 9782;129.39590 3718;130.89667 28339;130.98279 44956;140.85629 3777;141.05458 14453;158.84610 38714;158.89183 13090;159.06548 148699;159.08505 5719;159.10179 3636
959	Unknown	3064	6.273	6.459	6.657	160.06879	161463	2955650	4737.395	11.33028	16.985	0.902	0.995	0.919		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.33028	160.06075 85859;160.06879 84210;161.06963 11992	null
960	Unknown	3088	6.224	6.508	6.780	209.04514	1654011	21269853	5340.632	304.81940	89.822	0.784	1.000	0.905		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	304.81940	209.04514 1717555;210.04837 168120	61.37774 4866;62.83350 3995;71.10937 20653;71.11359 11306;73.02686 5304;99.13953 4224;102.73317 4382;120.02062 4922;121.02854 471182;125.00101 7616;127.86951 5420;128.86964 7253;136.93085 6142;145.00768 7101;180.95815 9559;208.95430 8752;209.04521 111533
961	Unknown	3088	6.038	6.508	6.730	210.04837	179902	2186499	1864.775	96.47400	29.508	0.833	0.999	0.908		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	96.47400	210.04837 168120	null
962	Unknown	3094	6.372	6.520	6.657	189.07637	57575	602648	4747.505	10.12371	18.130	0.866	0.991	0.781		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.12371	189.07637 65278	null
963	Unknown	3094	6.087	6.520	6.939	371.88364	44162	518531	1.000	44161.94000	15.620	0.931	1.000	0.838		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	44161.94000	371.88364 47876;373.88165 11701	null
964	Unknown	3100	6.434	6.533	6.644	369.88757	48274	407057	1.000	38327.06000	19.392	0.701	0.989	0.849		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38327.06000	369.88757 47041;371.88455 44291	null
965	Unknown	3136	6.311	6.607	6.915	173.08138	1089227	23519204	16640.070	43.26844	52.693	0.645	1.000	0.400		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	43.26844	173.08138 1168281;174.08492 79267	63.40367 3583;66.44319 4591;71.63596 8449;71.64011 6433;74.92631 3453;82.55733 3819;83.04922 8343;95.59598 4162;108.07422 3203;111.08051 215003;128.87752 16664;129.09096 22478;155.80989 4898;160.93172 3934;172.84309 5150;172.87941 4891;173.08133 190945
966	Unknown	3154	6.348	6.644	6.877	183.06569	128966	2504508	4397.392	22.42443	15.701	0.823	1.000	0.665		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.42443	183.06569 144109;184.06091 13074	null
967	Unknown	3196	6.582	6.730	6.939	217.10768	72421	965263	6144.751	7.65055	16.627	0.806	1.000	0.729		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.65055	217.10768 68630	null
968	Unknown	3250	6.705	6.842	7.014	128.07896	49648	467108	2905.684	16.59521	20.485	0.834	1.000	0.712		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.59521	128.07896 45697;130.08644 16125	null
969	Unknown	3250	6.619	6.842	7.099	173.06973	32922	202496	1599.238	20.58578	27.937	0.717	1.000	0.515		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.58578	173.06973 57278;175.06076 21170	63.04899 4311;65.18133 3395;72.26912 7726;72.92350 3654;86.15322 3430;97.30773 3851;111.08051 85996;119.72193 3835;128.87756 15129;129.09111 128076;152.99605 8204;155.07033 8663;170.66422 4080;172.84207 9591;173.02307 6389;173.08121 203571
970	Unknown	3250	6.743	6.842	6.977	231.02194	59703	555138	3094.345	13.48353	21.693	0.885	0.978	0.895		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.48353	231.02194 56465;231.02757 16339;233.02426 17933	null
971	Unknown	3256	6.693	6.854	7.136	127.07560	688134	7786772	7161.405	84.30661	71.023	0.875	1.000	0.699		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	84.30661	127.07560 699771;128.07898 51950	52.59860 5141;55.04356 4994;63.50294 5948;63.50836 5750;73.55431 8630;73.55821 6385;95.50736 5467;117.92534 5739;126.90285 12702;127.01395 19710;127.07536 9952
972	Unknown	3256	6.657	6.854	7.245	171.06570	4593381	51299992	17375.030	244.05420	192.748	0.856	1.000	0.801		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	244.05420	171.06570 4444472;172.06909 376691;173.07008 27975	54.49347 11287;55.83427 10492;65.47298 12316;65.73222 9751;71.75346 29246;71.75743 22760;75.39413 10550;95.59472 10382;112.54893 12280;118.82981 14404;126.87997 21427;127.07551 744003;161.09557 11094;171.01898 15618;171.06543 204126
973	Unknown	3256	6.718	6.854	7.087	172.06909	382396	3903581	4856.114	70.81424	55.684	0.915	0.997	0.699		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	70.81424	172.06909 376691;173.07008 27975	null
974	Unknown	3256	6.372	6.854	7.319	229.02460	140446	1283777	3808.910	36.87297	36.034	0.886	0.998	0.801		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36.87297	229.02460 138082;231.02179 15671;231.02846 18449	null
975	Unknown	3256	6.533	6.854	7.211	244.99014	59925	456112	8047.807	7.44613	27.701	0.888	1.000	0.865		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.44613	244.98444 12919;244.99014 51092;246.98694 15722;246.99646 41724	null
976	Unknown	3256	6.570	6.854	7.161	270.99170	34331	237833	3748.667	9.15809	23.261	0.922	1.000	0.755		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.15809	270.99170 31699	null
977	Unknown	3262	6.570	6.866	7.002	255.01884	48577	398683	4977.839	9.75858	23.374	0.850	1.000	0.992		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.75858	255.01884 47046;255.02608 12141	null
978	Unknown	3268	6.594	6.877	7.123	256.04401	34997	256041	1.000	34996.75000	23.154	0.675	1.000	0.645		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	34996.75000	256.04401 39303	null
979	Unknown	3274	6.755	6.890	7.050	200.12869	267788	3303858	8246.974	18.06009	29.924	0.885	1.000	0.853		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.06009	200.12869 259326;201.13193 22246	null
980	Unknown	3304	6.669	6.952	7.245	267.05121	34149	289799	2605.252	13.10761	20.596	0.862	1.000	0.761		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.10761	267.05121 38618	null
981	Unknown	3310	6.780	6.964	7.074	179.03441	90167	1116221	4643.730	11.09143	17.823	0.725	0.994	0.695		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.09143	179.03441 90241;180.02989 10973;180.04198 13131	50.16228 3197;61.45458 3138;63.75483 3115;72.18704 7152;72.19109 6922;82.34924 3397;85.51373 3208;95.55925 2972;100.27661 3553;112.03872 3545;119.03441 3839;134.06021 12330;134.98680 13374;135.04518 8647;135.06380 94746;135.07927 4758;135.11681 3647;143.86409 6032;150.95366 3708;158.98666 4463;161.21144 3325;162.83842 3898;174.23575 3343;174.54851 3752;178.85796 7975;178.97749 6039;179.05438 108820;179.07008 5983
982	Unknown	3328	6.902	7.002	7.211	175.09689	70006	934767	5307.330	7.68628	13.270	0.832	1.000	0.439		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.68628	175.09689 72581	null
983	Unknown	3334	6.804	7.014	7.161	189.11276	155368	1767388	5477.625	25.84706	28.438	0.909	0.996	0.978		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	25.84706	189.11276 133208	null
984	Unknown	3352	6.915	7.050	7.307	173.08131	1024837	15427745	16640.070	34.65280	58.924	0.779	1.000	0.599		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	34.65280	173.08131 1094283;174.07669 12218;174.08475 72368	63.04899 4311;65.18133 3395;72.26912 7726;72.92350 3654;86.15322 3430;97.30773 3851;111.08051 85996;119.72193 3835;128.87756 15129;129.09111 128076;152.99605 8204;155.07033 8663;170.66422 4080;172.84207 9591;173.02307 6389;173.08121 203571
985	Unknown	3352	6.939	7.050	7.211	174.08475	82795	1038498	5693.318	7.63662	15.945	0.735	0.986	0.599		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.63662	174.07669 12218;174.08475 72368	null
986	Unknown	3382	6.854	7.112	7.394	270.15451	35684	279747	1.000	35683.56000	22.671	0.764	1.000	0.553		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35683.56000	270.15451 41058	null
987	Unknown	3388	6.939	7.123	7.283	211.09718	90639	1025835	4830.755	16.13485	23.210	0.833	1.000	0.791		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.13485	211.09718 132283;212.10129 17975	null
988	Unknown	3388	6.939	7.123	7.369	269.15088	268415	2403999	5770.978	46.51126	50.783	0.814	1.000	0.696		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	46.51126	269.15088 269484;270.15414 38223;271.15509 19761	53.96954 2380;57.82504 2328;70.26990 2583;71.69471 5087;71.69892 7430;81.27879 2291;85.91573 2470;93.03664 2255;94.73383 2316;95.36743 3012;106.87141 2347;127.04994 13428;128.03432 2591;140.10680 2318;145.06128 23763;176.41612 2766;180.91737 2423;188.92146 3131;207.14990 7343;251.13918 9788;268.93680 3128;269.15137 61287;269.21268 4261
989	Unknown	3400	7.027	7.148	7.257	161.04488	170203	2025349	11169.230	5.84440	16.565	0.919	1.000	0.857		[M-2H]2-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	5.84440	161.04488 193714;162.04852 16745	null
990	Unknown	3400	6.842	7.148	7.468	305.08765	55904	458502	1.000	55903.81000	25.063	0.783	1.000	0.680		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	55903.81000	305.08765 51869;306.09277 14168	null
991	Unknown	3412	7.074	7.173	7.332	256.15549	35886	259601	1.000	34327.00000	27.073	0.860	0.984	0.992		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	34327.00000	256.15549 56624	null
992	Unknown	3436	6.877	7.222	7.468	223.07433	40411	364247	2059.217	19.62451	20.321	0.730	1.000	0.806		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.62451	223.07433 54362	null
993	Unknown	3442	7.074	7.234	7.418	187.09711	1961735	24048273	21992.420	62.67675	97.098	0.883	0.997	0.774		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	62.67675	187.09711 2099845;188.09280 26261;188.10046 184760;189.10054 17794	59.01262 6927;59.63379 6804;64.91917 6451;71.95360 11466;71.95734 25540;87.09996 6304;97.06509 12302;106.21262 6527;112.18375 6196;125.09624 391911;130.19713 8280;143.10715 17696;151.63031 6932;187.09702 377018
994	Unknown	3442	7.039	7.234	7.406	188.10046	191210	2770935	6898.534	17.04216	23.348	0.940	1.000	0.888		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.04216	188.09280 26261;188.10046 184760;189.10054 17794	null
995	Unknown	3448	6.890	7.245	7.640	122.97487	45066	484164	1140.812	39.50300	19.109	0.754	1.000	0.525		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39.50300	122.97487 47301	null
996	Unknown	3484	7.027	7.319	7.455	269.10315	58952	504433	1.000	58951.88000	25.234	0.784	0.998	0.674		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	58951.88000	269.10315 66880	null
997	Unknown	3502	7.234	7.356	7.555	185.08144	746122	9032458	12620.990	42.60174	61.426	0.755	0.999	0.582		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	42.60174	185.08144 679918;186.07637 12649;186.08505 78546	55.74017 2576;56.52401 1957;59.01260 3116;61.66122 2194;61.98724 7127;63.01692 2451;67.56548 2308;73.55455 4225;73.55867 2887;78.02478 2075;82.29275 2279;82.32774 2445;88.79819 2225;116.92755 3761;117.92793 3467;123.08057 9529;141.09120 62114;184.92923 5089;185.00240 3161;185.08127 72146;185.09825 4863;185.11688 18795
