Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
194	Unknown	309	0.701	0.795	0.869	187.94156	325931	1403101	2962.216	110.02960	106.742	0.457	0.995	0.381		[M-2H]2-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	110.02960	187.94156 477950;188.93279 1145583;188.94147 50700	null
195	Unknown	309	0.701	0.795	0.956	188.93279	776065	2974398	3539.619	219.25110	186.931	0.639	1.000	0.543		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	219.25110	188.93279 1145583;188.94147 50700;189.93121 791711;189.93588 31309;190.92813 19075664	null
196	Unknown	309	0.701	0.795	0.956	188.94147	778802	2993122	1858.217	419.11250	38.909	0.540	1.000	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	419.11250	188.93279 1145583;188.94147 50700;189.93588 31309	null
197	Unknown	309	0.701	0.795	0.869	189.87009	142728	615690	7067.619	20.19457	56.864	0.789	1.000	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.19457	189.86545 33576;189.87009 128058;191.86751 18738	null
198	Unknown	309	0.627	0.795	0.969	190.84557	36641	123643	1.000	36641.06000	40.571	0.707	1.000	0.543		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36641.06000	190.84074 20640;190.84557 34264;191.85498 33830;192.85249 14783	null
199	Unknown	309	0.701	0.795	1.147	190.92813	12386631	48349618	8824.540	1403.65700	743.739	0.638	1.000	0.436		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1403.65700	190.92813 19075664;191.92834 226049;191.93161 407302;192.92850 565294;192.93250 198638	52.34051 4005;53.87425 4144;54.42862 3679;58.95784 11976;64.94668 4695;70.31003 12805;70.31424 32422;75.68536 4455;77.83286 4027;80.44049 3876;87.92401 7460;102.94792 216080;103.49287 4326;133.39479 4325;146.93793 75792;161.15910 5294;161.31097 4369;164.31665 4783;194.06438 5749
200	Unknown	309	0.678	0.795	0.969	191.01263	33419	124540	4696.907	7.11520	36.056	0.616	0.998	0.357		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.11520	191.01263 57550	null
201	Unknown	309	0.701	0.795	0.956	191.93161	436277	1676330	3422.475	127.47420	138.460	0.640	1.000	0.436		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	127.47420	191.92834 226049;191.93161 407302;192.92850 565294;192.93250 198638;193.92639 34473;193.93187 24138	null
202	Unknown	309	0.701	0.795	0.969	197.88959	787090	2407235	6273.211	125.46850	205.998	0.912	1.000	0.890		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	125.46850	197.88959 1431263;198.88043 16271;198.88992 23704;199.88666 435840;199.89917 336291	null
203	Unknown	309	0.701	0.795	0.956	199.88666	245428	751134	12504.730	19.62683	144.094	0.602	1.000	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.62683	199.88666 435840	null
204	Unknown	309	0.615	0.795	0.969	201.93201	31007	101287	2107.965	14.70951	37.429	0.591	0.980	0.790		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.70951	201.93201 54470;203.93640 73814	null
205	Unknown	309	0.694	0.795	0.956	206.92163	34837	112699	2185.098	15.94296	43.447	0.744	1.000	0.543		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.94296	206.92163 59504;207.91859 1666324;207.93102 4144934;208.92177 32224;208.93076 39282	null
206	Unknown	309	0.701	0.795	0.956	207.91859	804271	2467456	2651.698	303.30400	207.945	0.718	1.000	0.890		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	303.30400	207.91859 1666324;208.92177 32224;209.91838 56645;209.92693 17447	58.27963 3493;62.96329 3383;69.93682 41784;69.94093 7308;82.38532 3981;87.92434 34347;103.91922 37799;104.92728 3602;123.94550 9060;125.87184 3924;127.86945 5230;136.25874 3508;151.22153 3291;161.55603 3748;163.84627 6008;179.93552 18190;208.05946 4458
207	Unknown	309	0.752	0.795	0.956	212.87909	47153	147259	4198.151	11.23173	48.250	0.900	0.981	0.872		[M-2H]2-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.23173	212.87909 89983;213.87297 33073	null
208	Unknown	309	0.701	0.795	0.869	217.86528	534533	2315360	26804.740	19.94173	129.967	0.761	1.000	0.681		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.94173	217.86061 43642;217.86528 571360;218.86844 41576;219.86250 114332	null
209	Unknown	309	0.627	0.795	0.869	229.87437	54175	185932	6209.742	8.72424	48.967	0.926	1.000	0.681		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.72424	229.87437 91361;231.87138 32865	null
210	Unknown	309	0.627	0.795	0.981	242.80080	80153	264059	2083.897	38.46283	60.833	0.842	1.000	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38.46283	242.79420 21682;242.80080 116224;244.79218 12949;244.79758 65750	null
211	Unknown	309	0.701	0.795	0.919	242.88774	45657	155288	4219.203	10.82130	46.728	0.962	1.000	0.890		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.82130	242.88774 67525;244.88445 21831	null
212	Unknown	309	0.652	0.795	0.956	244.79758	51787	169435	2663.626	19.44227	49.515	0.848	1.000	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.44227	244.79218 12949;244.79758 65750;246.79549 11178	null
213	Unknown	309	0.762	0.795	0.919	250.85861	53576	169812	1.000	53575.81000	49.163	0.845	1.000	0.543		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	53575.81000	250.85861 107195	null
214	Unknown	309	0.701	0.795	0.969	252.83005	196311	594758	1989.803	98.65831	104.821	0.902	1.000	0.890		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	98.65831	252.83005 369695;253.83064 12456;254.82701 132426	null
215	Unknown	309	0.652	0.795	0.943	254.82701	56370	160877	1672.388	33.70645	57.669	0.850	1.000	0.890		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	33.70645	254.82701 132426	null
216	Unknown	309	0.752	0.795	0.882	260.86377	32033	98915	1528.143	20.96220	40.739	0.963	0.973	0.604		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.96220	260.86377 56825;261.86188 25986;261.87076 16584;262.85864 520670	null
217	Unknown	309	0.752	0.795	0.919	262.85864	283148	879192	2588.331	109.39410	120.374	0.663	0.991	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	109.39410	262.85181 28224;262.85864 520670;263.85049 10513;263.85901 26640;263.86655 133289;264.85919 17453	51.63683 2278;57.45462 2340;63.76223 2488;73.53105 3783;79.00525 2343;82.85977 2305;99.92493 2388;100.92477 5852;103.91908 5755;127.50395 2328;129.87187 2435;130.88766 20112;160.86232 3905;162.87782 3680;172.86194 3008;174.87811 122005;175.39359 2457;178.87326 14083;189.61316 2377;192.88855 10099;193.86023 4518;206.86081 6747;210.86525 3029;218.82950 2873;218.86809 39014;236.87906 33974;237.37283 2646
218	Unknown	309	0.752	0.795	0.956	263.86655	81946	248673	2845.342	28.80005	69.724	0.705	0.993	0.890		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	28.80005	263.85901 26640;263.86655 133289;264.85919 17453;264.87469 110437	null
219	Unknown	309	0.739	0.795	0.919	264.87469	52451	155388	2838.543	18.47816	56.552	0.882	0.998	0.890		[M-H]-	3		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.47816	264.87469 110437;266.87494 43840	null
220	Unknown	309	0.652	0.795	0.855	275.88007	40846	141159	4111.356	9.93489	42.310	0.826	0.999	0.681		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.93489	275.88007 59430;277.87701 22462	null
221	Unknown	309	0.752	0.795	0.956	279.86157	61464	196198	3804.472	16.15576	60.482	0.638	0.986	0.681		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.15576	279.86157 113186;280.86935 149852	null
222	Unknown	309	0.752	0.795	0.956	280.86935	69482	207027	1668.480	41.64399	61.001	0.925	0.998	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	41.64399	280.86935 149852	null
223	Unknown	309	0.678	0.795	0.855	292.86896	71436	207597	2980.196	23.97032	63.542	0.759	0.990	0.890		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.97032	292.85995 23636;292.86896 135971;294.86920 82210	null
224	Unknown	309	0.640	0.795	0.943	295.83215	67347	205045	3321.317	20.27721	59.389	0.723	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.27721	295.83215 133868;296.83130 23208;296.84024 203626;297.82767 846915;297.83835 112734	null
225	Unknown	309	0.701	0.795	0.919	297.82767	503887	1632048	2991.263	168.45290	167.431	0.908	1.000	0.890		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	168.45290	297.82767 846915;298.83551 1968373;299.82498 251451;299.83667 94087	null
226	Unknown	309	0.665	0.795	0.943	297.83835	52888	153635	1856.383	28.48998	54.908	0.757	1.000	0.890		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	28.48998	297.83835 112734;298.83551 1968373;299.83667 94087	null
227	Unknown	309	0.701	0.795	0.969	298.83551	975027	2853437	2467.056	395.21880	237.517	0.871	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	395.21880	298.83551 1968373;299.83667 94087;300.83231 634741	null
228	Unknown	309	0.701	0.795	0.919	299.82498	144549	460143	3202.942	45.13017	101.009	0.927	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	45.13017	299.82498 251451;300.83231 634741;301.82410 20679;301.83401 66800	null
229	Unknown	309	0.640	0.795	0.943	300.83231	286029	822099	3085.124	92.71229	129.646	0.856	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	92.71229	300.83231 634741;301.82410 20679;301.83401 66800;302.83167 78170	null
230	Unknown	309	0.640	0.795	0.943	301.83401	50860	155678	1949.162	26.09336	51.839	0.715	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	26.09336	301.82410 20679;301.83401 66800;302.83167 78170;303.82974 12795	null
231	Unknown	309	0.640	0.795	0.943	302.83167	34643	103119	2549.302	13.58906	43.333	0.886	1.000	0.890		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.58906	302.83167 78170;303.82974 12795;304.82956 19825	null
232	Unknown	309	0.752	0.795	0.956	304.85657	40617	131228	2898.011	14.01560	46.514	0.638	0.982	0.871		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.01560	304.85657 64605;305.86093 482769;306.85977 155535	null
233	Unknown	309	0.752	0.795	0.969	305.86093	268608	852352	1875.440	143.22390	121.060	0.712	0.999	0.543		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	143.22390	305.86093 482769;306.85977 155535;306.86899 458894;307.85654 4071094	null
234	Unknown	309	0.752	0.795	0.907	306.85950	315911	969191	2660.844	118.72600	73.796	0.866	0.997	0.902		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	118.72600	306.85977 155535;306.86899 458894;307.85654 4071094;308.86441 3729248	null
235	Unknown	309	0.739	0.795	0.931	306.86899	315232	961404	2684.809	117.41330	129.042	0.728	1.000	0.543		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	117.41330	306.85977 155535;306.86899 458894;308.86441 3729248	null
236	Unknown	309	0.752	0.795	0.882	307.85654	2266750	7309349	3508.474	644.14960	350.060	0.707	0.998	0.543		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	644.14960	307.85654 4071094;308.86441 3729248;309.85709 304662	null
237	Unknown	309	0.701	0.795	0.969	308.86441	1787907	5277093	2040.091	876.38600	317.447	0.879	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	876.38600	308.86441 3729248;309.85709 304662;309.86676 193943;310.86465 402538	null
238	Unknown	309	0.752	0.795	0.943	309.86676	166405	458388	4499.111	36.98618	72.863	0.858	1.000	0.890		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36.98618	309.85709 304662;309.86676 193943;310.86465 402538;311.86270 41631	null
239	Unknown	309	0.701	0.795	0.895	310.85736	215575	753126	3310.891	65.11096	57.988	0.814	1.000	0.669		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	65.11096	310.86465 402538;311.85245 148358;311.86270 41631;312.86017 154595	null
240	Unknown	309	0.701	0.795	0.895	310.86465	215575	753126	3885.000	55.48914	101.466	0.686	1.000	0.543		[M-2H]2-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	55.48914	310.86465 402538;311.86270 41631	null
241	Unknown	309	0.701	0.795	0.943	311.84369	137558	454672	1.000	137558.10000	49.431	0.915	1.000	0.890		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	137558.10000	311.84369 80588;311.85245 148358;312.84454 12130;313.84158 18968;313.85031 16465	null
242	Unknown	309	0.701	0.795	0.969	311.85245	147001	491567	1.000	147000.50000	84.229	0.704	1.000	0.543		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	147000.50000	311.84369 80588;311.85245 148358;312.84454 12130;312.86017 154595;313.85031 16465	null
243	Unknown	309	0.694	0.795	0.882	312.86017	80719	259163	2596.695	31.08540	63.381	0.730	1.000	0.543		[M-H]-	3		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31.08540	312.86017 154595;312.86816 13928;313.85031 16465;314.85880 20361	null
244	Unknown	309	0.665	0.795	0.943	315.80466	79330	229808	2831.891	28.01291	68.029	0.863	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	28.01291	315.80466 160274;316.80161 1058708;317.80167 131401	null
245	Unknown	309	0.665	0.795	0.943	317.80167	72198	212578	3522.838	20.49418	64.199	0.877	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.49418	317.80167 131401;318.79849 713194;319.79929 81608	null
246	Unknown	309	0.752	0.795	0.969	321.87262	203580	632962	1.000	203579.60000	102.018	0.675	0.997	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	203579.60000	321.87262 356307;322.86389 19899;322.87326 49524;323.87289 67483	53.46442 2274;57.30188 2226;70.80334 7996;70.80772 10226;81.64091 2195;87.92424 5380;88.07169 2302;95.50085 2310;99.92478 4654;103.91920 7055;146.24878 2435;146.96034 7668;174.95540 23225;175.95706 15022;176.26576 2744;191.94679 2897;198.56021 2781;249.88736 4618;267.79913 3021;277.88214 4680;321.87039 6113
247	Unknown	309	0.694	0.795	0.943	322.87326	40160	125190	1789.779	22.43835	45.968	0.721	1.000	0.681		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.43835	322.86389 19899;322.87326 49524;323.87289 67483	null
248	Unknown	309	0.665	0.795	0.943	323.83032	38703	111753	1.000	38702.94000	47.944	0.860	1.000	0.890		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38702.94000	323.83032 52122;323.83911 23642;324.83533 714488;325.83353 675853	null
249	Unknown	309	0.640	0.795	0.943	323.87289	36260	114369	1702.001	21.30419	52.648	0.724	1.000	0.681		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.30419	323.87289 67483	null
250	Unknown	309	0.615	0.795	0.969	324.83533	325795	945129	1388.804	234.58660	141.894	0.879	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	234.58660	324.83533 714488;325.83353 675853;326.83051 5075166	null
251	Unknown	309	0.701	0.795	0.956	324.84589	32746	114528	1.000	32745.56000	39.272	0.962	1.000	0.681		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	32745.56000	324.84589 46188;325.85422 323464	null
252	Unknown	309	0.665	0.795	0.956	325.83353	308008	907602	2041.491	150.87400	131.170	0.754	1.000	0.710		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	150.87400	325.83353 675853;326.83051 5075166;327.83136 469719	null
253	Unknown	309	0.627	0.795	0.969	325.85422	155954	448026	2294.679	67.96320	96.112	0.866	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	67.96320	325.85422 323464;327.85431 24412	null
254	Unknown	309	0.701	0.795	0.882	326.83051	2459394	7187884	4648.237	529.10270	375.783	0.870	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	529.10270	326.83051 5075166;327.83136 469719;328.82748 1566718	null
255	Unknown	309	0.640	0.795	0.943	327.83136	227686	664996	2440.959	93.27739	113.848	0.750	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	93.27739	327.83136 469719;328.82748 1566718;329.82883 141775	null
256	Unknown	309	0.688	0.795	0.907	328.82748	743970	2158429	1492.675	498.41410	207.290	0.864	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	498.41410	328.82748 1566718;329.82883 141775;330.82651 256834	null
257	Unknown	309	0.665	0.795	0.882	329.82883	88654	327184	1366.636	64.86991	62.850	0.752	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	64.86991	329.82883 141775;330.82651 256834;331.82697 23324	null
258	Unknown	309	0.627	0.795	0.969	330.82651	122578	369425	2648.400	46.28381	81.686	0.749	1.000	0.543		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	46.28381	330.82651 256834;331.82697 23324;332.82303 55586	null
259	Unknown	309	0.701	0.795	0.919	332.79620	36004	124471	4390.690	8.20018	40.014	0.657	1.000	0.681		[M-2H]2-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	8.20018	332.78714 14616;332.79620 25647	null
260	Unknown	309	0.752	0.795	0.919	333.85959	141831	416238	1.000	141830.50000	88.448	0.727	0.995	0.890		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	141830.50000	333.85959 273810;333.86752 50546;334.86401 1472803;335.86237 1417209	null
261	Unknown	309	0.739	0.795	0.969	334.86401	678212	1989986	1.000	678212.10000	194.394	0.752	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	678212.10000	334.86401 1472803;335.86237 1417209;336.85928 11083789	null
262	Unknown	309	0.701	0.795	0.969	335.86237	660085	1983866	1.000	660085.30000	190.173	0.754	1.000	0.543		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	660085.30000	335.86237 1417209;336.85928 11083789;337.86163 899460	null
263	Unknown	309	0.701	0.795	0.882	336.85928	5183540	15427005	4810.322	1077.58700	535.038	0.742	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1077.58700	336.85928 11083789;337.86163 899460;338.85938 1519398	70.00290 259981;70.00722 119432;82.22247 26337;91.47527 27476;102.94783 616871;109.00507 27818;146.93796 2754468;190.92793 1890494;280.86774 34152;318.14505 27673
264	Unknown	309	0.752	0.795	0.869	337.86163	430703	1272972	1.000	430002.30000	154.303	0.742	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	430002.30000	337.86163 899460;338.85938 1519398;339.85852 103720	null
265	Unknown	309	0.701	0.795	0.931	338.85938	753676	2313327	5477.980	137.58290	203.922	0.747	1.000	0.543		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	137.58290	338.85938 1519398;339.85852 103720;340.85455 546530	null
266	Unknown	309	0.640	0.795	0.943	339.83936	46227	142768	2051.617	22.53177	49.605	0.920	1.000	0.890		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.53177	339.83936 73516;340.83713 137608;341.83554 37867	null
267	Unknown	309	0.665	0.795	0.943	339.85852	56392	170130	1.000	56392.19000	55.804	0.749	1.000	0.543		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	56392.19000	339.85852 103720;340.85455 546530;341.85684 73840	null
268	Unknown	309	0.640	0.795	0.943	340.83713	70017	207186	1.000	70017.06000	62.960	0.881	1.000	0.890		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	70017.06000	340.83713 137608;341.83554 37867;342.83508 9866	53.06250 3160;55.86380 3245;59.91254 3007;63.07412 2705;71.01653 9917;71.02094 10311;90.93223 3767;92.92802 4696;98.25268 2812;100.91674 2715;102.94790 20534;103.91873 4319;105.78275 3043;132.92236 5719;134.43867 3331;146.92238 6474;146.93790 81168;148.91769 6012;190.22865 2896;190.92801 55592;206.87064 3457;212.75706 3129;224.86157 8499;268.85092 29874;296.84784 5854;312.84167 25753;340.83475 4669
269	Unknown	309	0.701	0.795	0.969	340.85455	263766	798605	1416.591	186.19780	120.094	0.753	1.000	0.543		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	186.19780	340.85455 546530;341.85684 73840;342.85349 101195	53.06250 3160;55.86380 3245;59.91254 3007;63.07412 2705;71.01653 9917;71.02094 10311;90.93223 3767;92.92802 4696;98.25268 2812;100.91674 2715;102.94790 20534;103.91873 4319;105.78275 3043;132.92236 5719;134.43867 3331;146.92238 6474;146.93790 81168;148.91769 6012;190.22865 2896;190.92801 55592;206.87064 3457;212.75706 3129;224.86157 8499;268.85092 29874;296.84784 5854;312.84167 25753;340.83475 4669
270	Unknown	309	0.694	0.795	0.869	342.82510	183592	624032	3787.639	48.47128	92.639	0.657	1.000	0.681		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	48.47128	342.81552 21940;342.82510 258261;342.83508 9866;343.82034 109662;344.82324 66439	null
271	Unknown	309	0.640	0.795	0.943	347.87265	36157	111315	10663.140	3.39086	44.071	0.728	1.000	0.681		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3.39086	347.87265 60941;348.87061 21983;349.86755 515561	null
272	Unknown	309	0.701	0.795	0.931	349.86755	261621	797697	1560.761	167.62400	118.782	0.717	0.998	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	167.62400	349.86755 515561;350.85919 93923;350.86707 90328;351.86713 64383	56.70844 2535;56.99737 2677;70.61098 15430;70.61530 5728;71.21181 2434;83.41859 2349;87.92417 6817;103.91926 9861;161.53644 3131;162.93227 4167;200.03342 2502;249.88770 3420;252.43304 2609;252.79419 3001;277.88239 8589;315.20572 2817;321.83701 4841;321.87183 37036;329.74081 3487
273	Unknown	309	0.701	0.795	0.969	353.84891	227020	682775	1826.140	124.31660	111.839	0.896	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	124.31660	353.84891 465556;354.85074 38847;355.84982 110968	null
274	Unknown	309	0.652	0.795	0.869	355.84982	51513	177255	3549.033	14.51471	50.041	0.689	0.999	0.543		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.51471	355.84982 110968;357.84607 28775	null
275	Unknown	309	0.665	0.795	0.943	362.78378	65981	186044	1.000	65981.38000	63.332	0.806	1.000	0.710		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	65981.38000	362.78378 200879;363.78528 36590;364.78391 117719	null
276	Unknown	309	0.665	0.795	0.943	375.86975	32740	104327	1.000	32739.81000	43.292	0.874	1.000	0.890		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	32739.81000	375.86975 60937	null
277	Unknown	309	0.701	0.795	0.943	386.84161	93228	271435	1.000	93228.44000	73.734	0.872	1.000	0.890		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	93228.44000	386.84161 196468;387.84460 17200;388.84229 30014	null
278	Unknown	309	0.752	0.795	0.956	395.78116	134440	407814	1.000	134439.60000	88.410	0.715	0.990	0.543		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	134439.60000	395.78116 280141;396.79050 87799;397.78888 13918	null
279	Unknown	309	0.665	0.795	0.943	406.79382	60111	168325	1.000	60111.25000	60.692	0.834	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	60111.25000	406.79382 143266;407.79291 39083;408.78915 675830	null
280	Unknown	309	0.739	0.795	0.956	408.78915	328884	944667	1.000	328883.60000	140.567	0.858	1.000	0.890		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	328883.60000	408.78915 675830;409.79144 85839;410.78986 141442	69.96712 9750;69.97127 35321;80.17979 3120;82.38162 3376;100.03500 2956;121.13698 3844;162.87744 5403;174.87827 20423;218.86830 34506;236.82501 7551;236.87883 11668;252.81938 5526;262.22681 3295;262.80402 3784;262.85828 15031;264.81943 19307;280.81503 4428;280.86920 21144;308.80930 61465;320.80945 10356;326.81921 15897;352.79855 49159;364.79874 57843;370.80951 25339;408.79181 9497
281	Unknown	309	0.728	0.795	0.943	409.79144	38589	109939	1.000	38589.00000	47.956	0.848	1.000	0.890		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38589.00000	409.79144 85839;410.78986 141442;411.79047 15076	null
