Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
2410	Unknown	5652	12.035	12.314	12.405	295.22794	152562	2026975	1637.669	80.72647	15.774	0.897	0.993	0.973		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	80.72647	295.22794 170077;296.23132 33575	null
2411	Unknown	5652	11.938	12.314	12.727	311.20193	218607	2380501	3474.622	62.91531	39.950	0.615	1.000	0.299		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	62.91531	311.20193 221044;312.20505 44158	null
2412	Unknown	5652	11.996	12.314	12.727	312.20505	45600	464954	1.000	45599.56000	19.213	0.593	1.000	0.285		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	45599.56000	312.20505 44158	null
2413	Unknown	5662	12.226	12.337	12.645	250.14488	228627	2709246	3482.674	60.47903	35.204	0.637	1.000	0.427		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	60.47903	250.14488 266552;251.14099 13395;251.14822 46235	71.74932 9088;71.76884 2683;91.66611 2496;96.69012 2218;104.96526 2876;112.17231 2332;189.12149 2095;215.88245 2545;219.43399 2350;250.14493 152582;252.84268 2794
2414	Unknown	5672	11.854	12.359	12.626	277.18106	186327	2458722	1.000	186327.40000	26.105	0.732	1.000	0.602		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	186327.40000	277.18106 193886;278.18457 34704	null
2415	Unknown	5672	12.206	12.359	12.405	278.18457	34322	232429	1.000	32677.13000	11.321	0.739	0.995	0.494		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	32677.13000	278.18457 34704	null
2416	Unknown	5678	12.102	12.375	12.656	421.29633	71311	770223	1.000	71311.06000	26.542	0.547	1.000	0.287		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	71311.06000	421.29633 86902;422.30035 12213	null
2417	Unknown	5694	12.131	12.415	12.541	276.16074	47807	403073	1.000	47807.06000	17.969	0.775	1.000	0.778		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	47807.06000	276.16074 57399;277.16409 13755	null
2418	Unknown	5718	12.184	12.469	12.859	300.26263	398516	4850185	1.000	395650.00000	52.465	0.577	1.000	0.343		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	395650.00000	300.26263 384008;301.26584 32601	null
2419	Unknown	5718	12.249	12.469	12.870	335.23621	311721	3882807	4709.625	65.87621	45.619	0.569	0.998	0.290		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	65.87621	335.23621 305868;336.23950 73548;337.23318 114052	53.21907 2246;55.47623 2639;73.52462 4491;73.52916 3609;86.93837 2336;112.12050 2553;127.22837 2771;138.59547 2432;177.56934 2665;199.35692 3230;291.83261 2314;299.26041 4252;335.13773 3619
2420	Unknown	5718	12.156	12.469	12.705	336.23950	64237	686091	1.000	64236.81000	21.297	0.668	1.000	0.448		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	64236.81000	336.23950 73548;337.23318 114052;338.23691 17127	null
2421	Unknown	5718	12.314	12.469	12.612	337.23318	104781	962279	3389.222	30.43915	26.940	0.671	0.996	0.645		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30.43915	337.23318 114052;338.23691 17127	null
2422	Unknown	5718	12.367	12.469	12.612	367.24652	70653	652350	2646.841	21.66278	21.815	0.756	0.998	0.743		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.66278	367.24652 78744;368.24976 13006	null
2423	Unknown	5723	12.148	12.479	12.926	299.25934	2196988	26547712	2400.979	902.02970	119.130	0.678	1.000	0.345		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	902.02970	299.25934 2309403;300.26270 409630;301.26547 44289	68.76756 2483;73.52696 4343;92.95584 2195;94.92356 3198;102.68089 2667;136.89047 2616;151.63370 2574;238.83739 3345;282.16913 2712;299.25952 254050
2424	Unknown	5723	12.206	12.479	12.666	301.26547	39480	380377	1.000	39479.63000	16.422	0.771	1.000	0.509		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39479.63000	301.26547 44289	null
2425	Unknown	5723	12.249	12.479	12.626	321.20737	72420	904127	3276.120	21.79213	16.959	0.720	0.991	0.486		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.79213	321.20737 84240;322.21063 19000	null
2426	Unknown	5727	12.045	12.489	12.595	219.17513	36451	402709	1.000	36451.13000	12.039	0.939	0.992	0.924		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36451.13000	219.17513 41253	null
2427	Unknown	5771	12.434	12.603	12.717	419.28070	81156	640289	1.000	81155.63000	23.815	0.642	0.990	0.257		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	81155.63000	419.28070 100631;420.28400 22414	null
2428	Unknown	5775	12.298	12.612	12.926	325.21741	90817	915013	4624.348	19.63896	26.635	0.646	1.000	0.288		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.63896	325.21741 87919;326.22064 20018	null
2429	Unknown	5775	12.337	12.612	12.636	373.27487	40067	170661	1.000	40066.94000	15.728	0.708	0.985	0.479		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	40066.94000	373.27487 45419	null
2430	Unknown	5822	12.489	12.727	13.119	297.24362	464686	7552976	3241.349	128.55700	41.044	0.545	1.000	0.538		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	128.55700	297.24362 488501;298.24701 83693	59.03588 2314;73.52435 3868;107.23933 2227;136.89087 5628;191.64928 2586;212.84296 2634;238.83560 9007;268.39481 2547;297.15298 51313;297.24362 198282
2431	Unknown	5828	12.585	12.743	13.213	249.14958	296309	4400555	2111.521	140.32980	33.696	0.668	1.000	0.315		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	140.32980	249.14958 326607;250.14537 20360;250.15311 41310;251.13966 10237;251.14803 8785	50.31044 2529;50.85669 2364;52.68028 2527;59.58790 2400;69.11233 2162;73.52304 2849;78.67711 2609;89.75484 2174;92.92665 5598;95.47866 2501;95.70994 2501;99.49171 2139;105.00511 2487;112.98468 5912;164.83556 6074;182.98688 2769;205.15892 6794;228.98955 6570;248.99687 6924;249.14961 159037
2432	Unknown	5828	12.548	12.743	13.066	298.24695	94071	1301036	3275.475	26.13604	18.635	0.746	1.000	0.528		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	26.13604	298.24695 111658	null
2433	Unknown	5832	12.687	12.752	12.818	269.21255	100854	647050	6684.747	6.14459	19.335	0.742	0.965	0.328		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6.14459	269.21255 102614;270.21619 20374	null
2434	Unknown	5840	12.743	12.772	12.967	333.22043	85842	743755	2695.712	19.89577	14.720	0.888	0.987	0.470		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.89577	333.22043 95606;334.22400 21075;335.21759 33400	null
2435	Unknown	5851	12.499	12.800	13.200	580.33990	84588	717900	1.000	84588.31000	30.115	0.680	1.000	0.338		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	84588.31000	580.33990 91833;581.34283 25593	null
2436	Unknown	5881	12.752	12.870	13.165	271.22812	116545	1457437	2564.917	39.55659	24.752	0.740	0.999	0.338		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39.55659	271.22812 135792;272.23163 22490	null
2437	Unknown	5884	12.727	12.877	12.915	115.91995	12484323	126354427	50359.830	55.92697	42.976	0.786	1.000	0.283		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	55.92697	115.91995 12943274;116.92088 1203602;116.92764 38763340;117.91833 313287;117.92777 4484732	51.62740 41721;71.66185 35362;71.72094 185277;71.76460 46534;71.76830 42290;99.92486 456333;115.91975 1770680;116.92724 101626;118.52703 43845
2438	Unknown	5900	12.885	12.915	13.318	162.84175	446163	8066544	15037.670	18.16375	9.547	0.664	0.998	0.170		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.16375	162.83844 56623;162.84175 395020;164.83900 293616	58.99986 2156;71.67287 10905;77.71510 2131;94.92406 2851;109.71704 2613;116.91986 12947;118.99183 6319;119.04942 9068;142.99196 4623;162.84140 105436;162.91313 3986;162.93056 3466;163.00157 4920;163.03911 2612
2439	Unknown	5929	12.915	12.981	13.066	100.93272	2674818	22890100	16377.150	18.28551	25.664	0.678	0.999	0.295		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.28551	100.92515 150723;100.93272 2827358;101.92326 45385;101.93282 235144;102.93107 69016;102.93697 14832	59.61443 9226;63.82863 9644;63.88998 9269;66.53506 10113;71.79613 24376;71.80011 24988;81.87927 8578;99.92473 139924;100.92560 26988;100.93263 243170
2440	Unknown	5940	12.790	13.007	13.097	117.92775	6186269	95317760	29912.900	91.21786	37.066	0.904	0.999	0.511		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	91.21786	117.91833 346764;117.92775 6055457;118.92598 1470270;118.93181 370464;119.93206 47708	50.18048 13596;66.73057 15338;69.49380 12236;73.08564 19086;73.08932 33276;100.92494 289690;117.92768 1387168
2441	Unknown	5946	12.727	13.019	13.089	114.93330	2670627	44424874	21929.180	59.84097	26.107	0.801	0.995	0.331		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	59.84097	114.93330 2830206;116.92764 53303136	55.44438 8118;55.85730 7027;59.36322 9082;70.94833 55989;84.82874 8539;95.54974 7236;97.93031 124418;106.80272 7644;109.01917 7324;114.93308 601826;115.91991 17198
2442	Unknown	5946	12.752	13.019	13.089	216.85355	2503233	33477980	5593.977	346.06070	35.802	0.722	1.000	0.331		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	346.06070	216.85355 2722213;217.85355 502023;218.85193 127314;218.85805 17058	72.65574 10456;72.65911 17883;87.16370 10377;88.95551 8787;103.25402 13112;112.41513 8532;116.92771 125845;121.63067 8245;147.30092 9328;164.19319 8138;169.32571 10961;182.82552 10060;199.85059 333725;216.85371 565486;216.98921 16827;221.34399 9627
2443	Unknown	5952	12.752	13.032	13.089	138.90962	361527	4826119	5865.416	39.11295	15.186	0.705	1.000	0.240		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39.11295	138.90962 401853;139.90974 25831	null
2444	Unknown	5952	12.687	13.032	13.066	201.90573	599181	8877087	6589.803	58.33378	18.362	0.555	1.000	0.114		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	58.33378	201.90573 647596;202.90791 680641;203.90390 15663;203.90778 62999	64.06117 2481;73.52148 2776;73.52607 2301;74.96081 2282;94.92426 3294;99.92513 2373;116.92760 210562;164.83513 22599;166.83287 7253;174.88545 2223;201.80165 40114;201.85637 2289;202.11443 7579
2445	Unknown	5958	12.743	13.045	13.089	99.92487	1891015	29027107	24054.940	41.54891	28.491	0.635	1.000	0.158		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	41.54891	99.92487 1914404;100.92503 127429;100.93272 2292244;101.92329 52880;101.93281 197485	70.48898 28948;70.49347 24975;71.67000 6313;71.74527 6866;99.92480 302114
2446	Unknown	5958	12.727	13.045	13.097	116.92760	53337898	922805685	238725.200	104.81440	119.402	0.665	1.000	0.222		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	104.81440	116.92094 1007228;116.92760 53816944;117.91830 268676;117.92771 6129874;118.92596 1466274;118.93178 348744	65.57349 173970;71.06428 1221516;82.06024 158951;99.92477 2947548;101.63174 172815;113.65726 168621;116.92758 13197634
2447	Unknown	5958	12.790	13.045	13.097	118.92596	1840848	27979885	13482.080	60.06418	21.996	0.696	0.999	0.238		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	60.06418	118.92596 1466274;118.93178 348744;119.93199 50629;120.92994 13378	null
2448	Unknown	5958	12.790	13.045	13.097	139.94373	442708	6768975	9116.988	19.38420	13.882	0.671	1.000	0.212		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.38420	139.94373 468027;140.94379 33414	66.63872 2090;72.57457 5892;72.57833 3307;74.85095 2345;87.33532 2531;99.92484 20602;109.93269 2080;111.94890 3322;139.34517 2505;139.89508 5187
2449	Unknown	5958	12.727	13.045	13.089	183.93376	4937537	86529927	7456.207	274.87750	24.509	0.607	1.000	0.195		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	274.87750	183.93376 5117785;184.93388 481319;184.93735 116127;185.93213 134449;185.93788 64762	60.31602 14198;70.66952 126275;71.64328 14020;99.92482 69882;102.80748 15092;109.93299 50650;111.94839 40522;116.62423 14995;116.92757 1186559;124.77325 19085;139.94382 197078;174.61201 16712;183.93358 85105
2450	Unknown	5958	12.727	13.045	13.089	256.84631	881972	12364817	5483.282	115.00440	27.598	0.645	0.992	0.169		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	115.00440	256.84631 908086;257.84641 181947;258.84479 65902	72.15474 10040;83.38512 3460;85.44482 3453;100.18903 3238;116.51189 3064;116.92759 383673;126.11785 3443;141.85785 3259;157.96494 3090;170.22246 3417;192.98933 8882;196.86923 4306;198.86656 5844;213.29852 3467;216.98898 12018;233.79808 3797;236.99661 11433;243.67155 3274;248.35321 3533;256.84641 9330;257.21301 3829
2451	Unknown	5963	12.946	13.055	13.143	171.85979	114918	1033459	3216.353	17.13838	20.728	0.803	0.993	0.363		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.13838	171.85979 139461;173.85693 16789	null
2452	Unknown	5963	13.007	13.055	13.119	174.88652	1302463	8638536	13079.510	4.12896	17.114	0.881	0.973	0.276		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4.12896	174.88652 1360946;175.88664 145277;176.88362 393647;176.89023 15777	51.19387 4386;52.15613 5058;67.98110 4629;72.22918 11636;72.23324 9001;79.17525 4622;81.05154 4336;82.41583 4462;99.92490 6006;114.93301 6578;116.57400 4485;116.92755 653993;117.53265 4484;129.21846 4779;174.83888 131778
2453	Unknown	6007	13.032	13.152	13.284	239.05928	67905	634677	4862.688	12.35731	20.484	0.688	0.992	0.461		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.35731	239.05928 41835;239.06747 14254	null
2454	Unknown	6061	12.967	13.271	13.648	564.34473	139641	1031256	1.000	139641.00000	47.100	0.704	1.000	0.429		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	139641.00000	564.34473 169312;565.34753 37726	null
2455	Unknown	6061	13.066	13.271	13.486	600.32196	35738	179765	1.000	35738.38000	30.577	0.810	1.000	0.595		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35738.38000	600.32196 54790;601.32416 13262	null
2456	Unknown	6067	13.019	13.284	13.585	565.34839	45816	330210	1.000	45816.19000	25.465	0.874	1.000	0.642		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	45816.19000	565.34839 39627	null
2457	Unknown	6083	12.645	13.318	13.360	84.00808	2348916	57885800	15883.600	113.76580	31.335	0.555	1.000	0.054		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	113.76580	84.00808 2856456;85.00334 128853;85.01147 66318	71.36333 8131;72.15341 26660;79.50421 8499;82.59608 9361
2458	Unknown	6083	13.258	13.318	13.360	134.94408	296588	1682178	2503.254	23.02470	25.637	0.665	0.959	0.250		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.02470	134.93716 24753;134.94408 312728;134.94623 18809;135.94478 40033;136.94228 107959	54.47815 177516;66.80410 159032;70.60866 176762;71.55752 201539;73.52270 242527;79.02720 165696;94.00607 167396;99.92488 731642;134.89378 21254090
2459	Unknown	6094	13.200	13.342	13.368	171.83093	493869	4391975	9406.146	15.13524	18.570	0.727	0.979	0.250		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.13524	171.83093 494884;173.82843 122618	56.25538 1968;61.24902 2376;63.35887 2474;66.64964 2129;72.11616 5829;74.02361 7599;127.95629 2260;128.03166 2101;128.07912 2946;128.10674 2761;130.08682 13091;134.86455 87348;134.89363 15135;136.86191 93143;136.89079 12414;152.84512 2609;171.83066 54605;172.09694 7032
2460	Unknown	6102	13.284	13.360	13.476	153.86794	6066289	58808597	28006.880	98.18990	89.416	0.690	0.969	0.426		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	98.18990	153.86794 7731012;154.86801 807011;155.86502 5114828	60.00341 21678;63.16133 19220;72.20589 70007;92.25041 22201;110.65656 21798;121.89440 21017;142.93192 21389;153.86798 1479786
2461	Unknown	6102	13.296	13.360	13.476	154.86801	631031	5593027	8327.021	36.26514	29.669	0.722	0.976	0.582		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36.26514	154.86801 807011;155.86502 5114828;156.86507 493688	null
2462	Unknown	6102	13.296	13.360	13.476	155.86502	3952889	35592394	20418.640	86.74137	68.289	0.677	0.958	0.426		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	86.74137	155.86502 5114828;156.86507 493688;157.86195 720991	null
2463	Unknown	6102	13.200	13.360	13.454	169.83336	1037929	13581982	15875.960	20.61445	28.372	0.797	0.982	0.308		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.61445	169.83336 1100481;171.83092 478865	70.07003 4592;72.15556 15103;94.30244 3734;106.35579 3723;110.45049 3771;111.40533 4382;132.86697 95152;134.86453 317227;134.89355 46377;169.83344 117014;170.08231 6762
2464	Unknown	6102	13.119	13.360	13.532	285.24365	40285	400337	1.000	40284.81000	16.706	0.831	0.989	0.925		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	40284.81000	285.24365 57317;286.24771 14798	null
2465	Unknown	6109	13.143	13.377	13.476	119.94605	723455	11328308	20898.290	25.71396	52.800	0.640	0.996	0.464		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	25.71396	119.94605 832952;121.94311 219270	53.61422 2404;61.98723 78394;68.69852 2118;71.79848 8669;73.31556 2641;82.78614 2121;89.38126 2146;90.31695 2533;119.45358 2594;119.89877 3169;119.92347 2888;119.93200 9962;122.11402 2131
2466	Unknown	6109	13.213	13.377	13.476	161.91296	639290	7557718	5121.159	90.37498	45.519	0.696	0.993	0.638		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	90.37498	161.91296 672990;162.91327 66711	54.10744 2529;54.75216 2250;58.89104 2286;63.06645 2278;70.80038 15866;82.02869 9828;93.45016 2098;103.97898 1901;106.08894 2055;109.54754 2160;115.91976 59904;116.62031 2391;151.66170 2133;161.91263 17035;161.98550 3939;162.01883 5761
2467	Unknown	6109	13.066	13.377	13.476	201.90570	864918	16173270	6589.803	115.23810	58.882	0.593	0.994	0.295		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	115.23810	201.90570 924366;202.90791 856633;203.90381 21037;203.90787 86028	59.33352 2845;73.52556 4325;99.92485 3806;116.92758 339082;161.55629 3621;164.83527 16083;166.83202 7822;201.80177 45524;202.11479 3262
2468	Unknown	6109	13.342	13.377	13.486	343.88599	927921	4866711	21549.440	38.98981	68.503	0.676	1.000	0.412		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38.98981	343.88599 1079130;344.88605 240476;345.88290 686755	null
2469	Unknown	6112	13.342	13.385	13.476	109.93315	99004	621767	4340.939	13.11424	18.952	0.641	0.966	0.348		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.11424	109.93315 86189;109.93503 12887;110.93343 11751	null
2470	Unknown	6112	13.360	13.385	13.486	115.94370	691249	3573146	3560.337	138.04540	49.004	0.761	1.000	0.256		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	138.04540	115.94370 635461;116.94304 99885	51.46527 36650;55.49019 41989;64.92818 41026;71.66679 165052;71.79737 43905;72.90109 45940;78.78785 35828;91.54350 46304;95.62511 40751;99.92477 534805;115.91979 1918458;116.92786 86587
2471	Unknown	6112	13.342	13.385	13.486	138.88924	834393	5181505	5051.721	118.95710	54.190	0.857	1.000	0.369		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	118.95710	138.88924 655684;138.89494 142033;139.89534 21975	null
2472	Unknown	6112	13.329	13.385	13.476	146.96519	456518	2805157	10612.080	35.83305	51.062	0.563	0.993	0.185		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35.83305	146.96519 484003	55.84344 2005;55.85888 2029;58.29998 2038;59.01908 2455;61.98716 16734;64.30650 2386;71.64246 2593;71.64623 9873;84.61877 2614;100.39380 2021;133.58069 2383;146.82100 2166;146.98709 3178
2473	Unknown	6112	13.351	13.385	13.476	167.83609	859682	5697461	14599.860	15.51696	31.874	0.640	0.971	0.226		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.51696	167.83609 958907;169.83337 1103824	50.21349 2191;73.52406 2229;100.68652 2179;103.35308 2059;115.91940 3866;124.03991 2751;125.06808 2229;132.86696 210639;133.50455 2171;142.99963 2375;150.52403 2250;161.36264 2479;167.83591 61152;168.02908 7681
2474	Unknown	6115	13.360	13.393	13.486	100.93275	2583004	16583772	16377.150	63.19471	59.825	0.786	1.000	0.416		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	63.19471	100.92499 137010;100.93275 2461291;101.92313 37704;101.93285 195837;102.93115 48024;102.93703 18675	61.71302 9099;65.81036 7679;72.52282 29094;79.44006 8888;95.61176 8563;99.92494 127896;100.92541 17203;100.93266 222716
2475	Unknown	6115	13.360	13.393	13.486	115.91990	12517646	83227294	50359.830	81.83227	107.383	0.754	0.988	0.822		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	81.83227	115.91990 12388273;116.92076 1249879;116.92764 41995692;117.91830 295708;117.92777 4536777	51.46527 36650;55.49019 41989;64.92818 41026;71.66679 165052;71.79737 43905;72.90109 45940;78.78785 35828;91.54350 46304;95.62511 40751;99.92477 534805;115.91979 1918458;116.92786 86587
2476	Unknown	6115	13.360	13.393	13.486	132.92276	938977	6052556	6891.051	52.08469	35.373	0.848	0.996	0.416		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	52.08469	132.92007 56897;132.92276 994859;133.92297 107289	52.00063 14245;68.22232 16080;72.92272 46419;76.65458 15041;77.72497 16399;90.71487 14764;91.33050 14211;97.93021 22550;100.95695 16324;115.91931 96376;118.98862 15304;119.60152 15258;126.43623 16883;132.86688 161041;132.89932 934570
2477	Unknown	6115	13.360	13.393	13.486	158.94966	795321	4144390	3635.982	160.03430	59.430	0.888	1.000	0.416		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	160.03430	158.94966 853647;159.94971 90352;160.94789 21467	51.07736 2941;65.66740 3028;73.00301 3173;92.99518 4116;97.05951 4189;97.06474 22188;99.92503 4963;112.12724 3238;115.07552 24300;115.94355 276717;116.74449 2945;118.89877 20646;123.90144 4559;158.86224 14959;158.91837 3416;158.94948 4384;159.06503 21532
2478	Unknown	6115	13.342	13.393	13.486	183.93381	6296865	43834212	7456.207	455.51940	123.862	0.582	0.988	0.382		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	455.51940	183.93381 6588782;184.93396 579932;184.93733 129017;185.93222 164521;185.93747 89952	71.64395 9036;71.76241 30359;76.46800 9042;80.61944 10088;82.47829 11841;99.92452 49235;109.93310 29158;111.94867 40180;116.92758 788054;139.94376 114344;183.93381 41035
2479	Unknown	6115	13.360	13.393	13.476	184.93396	704496	4019565	4260.240	82.48704	40.928	0.741	0.997	0.262		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	82.48704	184.93396 579932;184.93733 129017;185.93222 164521;185.93747 89952	null
2480	Unknown	6121	13.342	13.405	13.486	113.92542	585687	4613651	6706.667	24.60995	22.341	0.667	0.981	0.684		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.60995	113.92542 574923;114.93326 2211335;115.91991 12328951	54.17560 2025;56.00148 2050;63.93059 2510;73.52435 3004;74.76888 2288;89.85590 2007;97.93035 17386;113.91787 4318;113.92528 64943
2481	Unknown	6121	13.360	13.405	13.476	139.94370	546520	3077917	9116.988	32.80853	46.263	0.896	0.998	0.773		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	32.80853	139.94370 607702;140.94345 53308	71.73286 2296;72.27913 4890;81.98734 2185;83.57671 2146;86.51019 2050;87.05375 2050;88.04041 2062;89.85094 1952;90.98029 1982;99.92490 32353;101.15181 2040;109.93314 4337;111.94872 2172;112.11286 2054;112.53189 2239;116.91975 3693;126.38476 2190;139.89493 4085
2482	Unknown	6121	13.360	13.405	13.486	144.92273	2510837	16351344	10229.890	90.13117	66.307	0.946	1.000	0.621		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	90.13117	144.92273 2433344;145.92285 246911;145.92592 20613;146.92126 75485;146.92662 19732	55.53748 6123;67.66330 6766;72.44775 20851;76.81979 6618;115.91964 21787;136.04880 7630
2483	Unknown	6121	13.360	13.405	13.476	181.93933	307069	1700388	9512.281	17.99773	38.137	0.629	0.973	0.482		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.99773	181.93933 338590;183.93381 6235106	53.85434 1957;67.62372 2234;71.75259 2094;71.75978 6700;96.95908 4379;97.93012 5669;107.91763 2324;107.93839 3472;109.95378 5185;114.93306 87772;137.94960 11159;138.05534 3387;181.93930 4932
